datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,conditions
2024-02-07,18.0,13.0,15.9,18.0,13.0,15.9,14.4,91.1,0.396,4.17,rain,26.3,22.3,57.4,1015.6,100.0,7.2,36.9,3.1,0.91,"Rain, Overcast"
2024-02-08,15.1,12.0,13.4,15.1,12.0,13.4,9.2,76.2,0.105,12.5,rain,24.1,22.3,49.4,1018.5,100.0,9.9,51.1,4.2,0.94,"Rain, Overcast"
2024-02-09,17.0,12.0,14.7,17.0,12.0,14.7,8.7,67.8,0.002,4.17,rain,27.4,18.4,3.5,1024.7,95.0,10.0,79.4,6.9,0.98,"Rain, Overcast"
2024-02-10,21.0,15.0,17.5,21.0,15.0,17.5,9.7,62.7,0.0,0.0,noprecip,23.8,11.2,350.9,1027.3,52.9,8.9,113.3,9.7,0.0,Partially cloudy
2024-02-11,23.5,15.7,19.1,23.5,15.7,19.1,9.2,55.5,0.0,0.0,noprecip,19.1,14.8,59.4,1026.8,55.5,10.4,163.2,14.0,0.04,Partially cloudy
2024-02-12,24.0,12.0,18.5,24.0,12.0,18.5,12.3,70.0,0.0,0.0,noprecip,28.8,18.4,123.9,1023.4,9.6,9.4,222.0,19.1,0.08,Clear
2024-02-13,26.0,16.0,20.7,26.0,16.0,20.7,16.7,79.5,0.0,0.0,noprecip,31.7,18.4,136.8,1019.9,69.2,8.6,126.1,10.7,0.11,Partially cloudy
2024-02-14,24.5,20.0,21.8,24.5,20.0,21.8,18.3,80.8,0.4,12.5,rain,36.7,18.4,134.2,1017.5,92.3,10.0,91.9,8.0,0.15,"Rain, Overcast"
2024-02-15,24.0,19.0,21.3,24.0,19.0,21.3,19.1,87.8,1.6,29.17,rain,17.6,14.8,115.2,1018.5,79.7,8.3,57.3,5.1,0.18,"Rain, Partially cloudy"
2024-02-16,25.0,19.0,21.3,25.0,19.0,21.3,18.2,83.5,1.0,16.67,rain,27.0,14.8,119.2,1018.7,55.5,6.8,89.7,7.7,0.25,"Rain, Partially cloudy"
2024-02-17,25.0,17.0,21.3,25.0,17.0,21.3,18.2,83.5,0.0,0.0,noprecip,36.4,22.3,119.2,1013.3,85.0,7.8,111.5,9.8,0.25,Partially cloudy
2024-02-18,27.3,21.0,23.5,29.7,21.0,23.6,20.9,86.3,0.0,0.0,noprecip,28.1,18.4,121.2,1011.3,91.8,7.6,176.5,15.3,0.28,Overcast
2024-02-19,27.0,22.0,24.3,29.2,22.0,24.4,22.4,89.3,0.0,0.0,noprecip,34.9,22.3,121.6,1010.8,90.7,8.0,182.9,15.8,0.32,Overcast
2024-02-20,26.2,23.0,24.1,26.2,23.0,24.1,22.7,92.1,0.002,4.17,rain,37.4,22.3,119.1,1009.1,93.6,5.2,195.2,17.0,0.35,"Rain, Overcast"
2024-02-21,28.0,24.0,25.2,31.5,24.0,25.7,22.9,87.3,0.3,4.17,rain,31.0,20.5,116.2,1009.4,95.1,7.9,213.4,18.5,0.39,"Rain, Overcast"
2024-02-22,25.1,22.7,23.9,25.1,22.7,23.9,23.0,94.6,0.793,12.5,rain,35.6,18.4,113.9,1012.6,96.8,4.8,114.8,9.8,0.42,"Rain, Overcast"
2024-02-23,23.0,15.0,18.8,23.0,15.0,18.8,18.0,95.4,6.932,8.33,rain,26.3,22.3,68.7,1016.4,97.9,4.2,40.5,3.6,0.45,"Rain, Overcast"
2024-02-24,14.8,12.0,13.0,14.8,12.0,13.0,12.2,94.8,1.653,12.5,rain,22.7,22.3,43.1,1020.4,99.4,6.4,33.9,2.8,0.5,"Rain, Overcast"
2024-02-25,14.5,11.0,13.0,14.5,11.0,13.0,11.1,88.4,0.714,4.17,rain,18.7,13.0,42.1,1021.0,99.5,9.3,43.4,3.6,0.52,"Rain, Overcast"
2024-02-26,15.3,12.0,13.6,15.3,12.0,13.6,11.8,89.2,0.204,8.33,rain,19.4,16.6,43.6,1020.7,100.0,7.6,68.7,5.8,0.56,"Rain, Overcast"
2024-02-27,15.1,12.0,13.1,15.1,12.0,13.1,10.4,83.8,0.603,12.5,rain,21.2,18.4,42.6,1021.0,99.5,9.8,47.8,3.9,0.59,"Rain, Overcast"
2024-02-28,15.8,12.0,13.6,15.8,12.0,13.6,12.2,91.2,0.103,8.33,rain,14.4,13.0,54.3,1017.1,100.0,7.6,68.2,5.9,0.62,"Rain, Overcast"
2024-02-29,16.0,13.0,14.6,16.0,13.0,14.6,11.9,84.5,0.8,12.5,rain,27.4,18.4,29.9,1018.5,100.0,8.2,53.0,4.6,0.66,"Rain, Overcast"
2024-03-01,16.0,13.0,14.4,16.0,13.0,14.4,8.9,69.5,0.002,4.17,rain,25.2,18.4,37.4,1022.2,100.0,10.0,56.3,5.0,0.69,"Rain, Overcast"
2024-03-02,17.0,13.0,14.7,17.0,13.0,14.7,7.7,63.2,0.0,0.0,noprecip,25.6,18.4,62.9,1022.0,97.4,9.9,97.7,8.5,0.73,Overcast
2024-03-03,19.4,14.0,16.8,19.4,14.0,16.8,12.6,76.7,0.0,0.0,noprecip,32.0,18.4,143.0,1014.8,97.4,7.8,178.0,15.5,0.75,Overcast
2024-03-04,20.9,15.7,18.1,20.9,15.7,18.1,16.9,92.9,0.5,12.5,rain,25.9,13.0,138.3,1007.5,95.9,3.8,242.1,21.0,0.79,"Rain, Overcast"
2024-03-05,30.1,18.5,23.0,32.1,18.5,23.5,19.7,83.1,0.0,0.0,noprecip,18.0,9.4,354.0,1004.6,46.6,5.1,258.4,22.3,0.83,Partially cloudy
2024-03-06,29.3,20.0,24.3,30.1,20.0,24.7,19.3,75.7,0.0,0.0,noprecip,39.6,16.6,70.2,1008.0,37.6,6.5,249.9,21.6,0.86,Partially cloudy
2024-03-07,24.0,20.0,21.9,24.0,20.0,21.9,14.9,65.3,0.0,0.0,rain,23.4,16.6,91.8,1014.3,87.1,9.1,87.4,7.5,0.89,Partially cloudy
2024-03-08,21.0,18.0,19.6,21.0,18.0,19.6,15.0,75.1,0.0,0.0,noprecip,20.2,13.0,86.3,1017.0,81.5,7.5,50.0,4.3,0.93,Partially cloudy
2024-03-09,19.0,16.0,17.3,19.0,16.0,17.3,15.1,87.1,0.003,8.33,rain,20.5,14.8,36.3,1016.9,95.3,7.1,51.2,4.3,0.96,"Rain, Overcast"
2024-03-10,18.0,16.0,16.8,18.0,16.0,16.8,15.2,90.1,0.398,4.17,rain,19.4,13.0,35.5,1018.5,99.0,8.7,48.9,4.2,0.0,"Rain, Overcast"
2024-03-11,24.7,16.0,19.8,24.7,16.0,19.8,15.1,75.8,0.111,8.33,rain,29.9,18.4,309.8,1020.0,63.0,10.3,130.4,11.2,0.03,"Rain, Partially cloudy"
2024-03-12,25.5,16.7,20.8,25.5,16.7,20.8,16.3,76.9,0.0,0.0,rain,27.7,20.5,110.5,1016.8,26.1,7.7,176.4,15.4,0.06,Partially cloudy
2024-03-13,24.0,19.0,20.6,24.0,19.0,20.6,18.4,88.0,0.2,8.33,rain,22.0,14.8,103.8,1014.3,80.3,5.7,95.2,8.1,0.09,"Rain, Partially cloudy"
2024-03-14,22.3,19.0,20.4,22.3,19.0,20.4,20.0,97.8,1.198,8.33,rain,20.9,13.0,52.0,1013.7,98.9,4.3,56.1,4.8,0.13,"Rain, Overcast"
2024-03-15,23.7,19.0,21.2,23.7,19.0,21.2,20.4,95.5,2.095,8.33,rain,22.0,13.0,81.8,1013.2,95.4,4.6,52.9,4.5,0.16,"Rain, Overcast"
2024-03-16,25.0,21.9,23.2,25.0,21.9,23.2,22.2,94.6,0.1,8.33,rain,34.9,16.6,137.8,1014.2,92.9,4.7,106.1,9.0,0.2,"Rain, Overcast"
2024-03-17,25.1,22.0,23.4,25.1,22.0,23.4,22.3,93.7,0.5,20.83,rain,31.7,13.0,125.9,1013.7,89.1,5.0,78.3,6.7,0.25,"Rain, Partially cloudy"
2024-03-18,26.0,23.0,23.9,26.0,23.0,23.9,22.8,93.4,0.402,12.5,rain,27.4,16.6,125.9,1013.1,92.4,6.2,75.9,6.6,0.26,"Rain, Overcast"
2024-03-19,23.0,17.0,19.6,23.0,17.0,19.6,18.3,92.3,28.203,16.67,rain,47.2,33.5,48.7,1019.6,97.1,7.6,31.5,2.5,0.3,"Rain, Overcast"
2024-03-20,23.0,18.0,20.0,23.0,18.0,20.0,14.5,72.2,0.101,8.33,rain,17.3,9.4,16.2,1022.4,99.2,9.8,47.6,4.1,0.33,"Rain, Overcast"
2024-03-21,26.0,17.0,21.5,26.0,17.0,21.5,16.3,73.9,0.0,0.0,noprecip,33.1,22.3,117.7,1015.4,37.4,10.0,260.8,22.6,0.36,Partially cloudy
2024-03-22,24.1,18.0,20.9,24.1,18.0,20.9,19.5,91.6,0.001,4.17,rain,32.0,16.6,108.8,1009.3,83.6,5.5,161.8,13.9,0.4,"Rain, Partially cloudy"
2024-03-23,29.2,22.0,25.1,33.2,22.0,26.2,22.3,85.4,0.021,4.17,rain,33.5,24.1,114.6,1007.8,82.3,7.6,208.4,18.1,0.43,"Rain, Partially cloudy"
2024-03-24,26.6,24.0,24.7,26.6,24.0,24.7,23.5,92.7,0.198,8.33,rain,33.8,18.4,108.5,1010.4,90.6,5.3,186.8,16.1,0.46,"Rain, Overcast"
2024-03-25,30.0,23.0,26.3,34.7,23.0,27.8,23.6,85.9,0.101,8.33,rain,25.2,22.3,122.5,1012.0,73.7,7.4,130.7,11.3,0.5,"Rain, Partially cloudy"
2024-03-26,30.0,23.0,26.5,33.3,23.0,27.8,22.5,80.1,0.3,12.5,rain,36.4,24.1,136.6,1015.4,62.5,8.1,162.5,14.0,0.53,"Rain, Partially cloudy"
2024-03-27,29.0,24.0,26.0,32.7,24.0,27.2,22.8,82.9,0.2,4.17,rain,37.1,24.1,131.9,1014.4,73.8,7.7,167.3,14.4,0.57,"Rain, Partially cloudy"
2024-03-28,26.0,23.0,24.4,26.0,23.0,24.4,22.9,91.6,8.3,75.0,rain,25.9,18.4,90.0,1012.6,80.3,5.5,137.5,11.9,0.6,"Rain, Partially cloudy"
2024-03-29,27.0,21.0,23.2,29.1,21.0,23.3,21.5,90.4,4.6,45.83,rain,48.2,25.9,33.9,1013.2,69.0,7.1,100.6,8.8,0.64,"Rain, Partially cloudy"
2024-03-30,30.0,22.0,25.4,35.0,22.0,27.0,22.9,86.9,0.0,0.0,noprecip,25.2,20.5,115.5,1010.6,75.3,6.5,163.7,14.3,0.67,Partially cloudy
2024-03-31,32.0,24.0,27.4,40.5,24.0,30.2,24.4,84.5,0.0,0.0,noprecip,25.6,18.4,96.3,1007.5,63.3,5.2,237.4,20.3,0.7,Partially cloudy
2024-04-01,33.0,24.6,27.8,42.0,24.6,31.1,24.7,84.1,0.0,0.0,noprecip,33.1,18.4,95.2,1004.0,55.3,6.7,284.5,24.6,0.74,Partially cloudy
2024-04-02,33.0,25.0,27.7,42.0,25.0,30.7,24.6,84.2,0.0,0.0,noprecip,37.4,20.5,100.2,1002.8,53.9,7.9,289.4,25.0,0.75,Partially cloudy
2024-04-03,32.5,26.0,28.1,41.2,26.0,32.0,25.1,84.1,0.0,0.0,noprecip,29.9,20.5,96.8,1004.3,84.0,7.7,283.9,24.4,0.81,Partially cloudy
2024-04-04,31.0,26.0,27.8,39.1,26.0,31.5,25.3,86.8,0.0,0.0,noprecip,28.4,20.5,108.6,1005.1,95.5,7.9,289.3,24.8,0.84,Overcast
2024-04-05,28.0,25.0,26.7,32.7,25.0,28.9,24.9,89.6,0.198,8.33,rain,32.4,24.1,135.7,1007.3,97.8,8.1,87.4,7.6,0.88,"Rain, Overcast"
2024-04-06,28.0,24.0,25.7,32.0,24.0,26.8,24.0,90.4,0.997,8.33,rain,33.1,22.3,136.7,1008.6,97.4,7.4,97.6,8.3,0.91,"Rain, Overcast"
2024-04-07,25.8,23.0,24.3,25.8,23.0,24.3,23.7,96.7,0.204,8.33,rain,29.2,16.6,93.7,1007.7,95.0,3.8,61.2,5.2,0.95,"Rain, Overcast"
2024-04-08,24.4,21.0,22.9,24.4,21.0,22.9,20.1,84.8,0.834,8.33,rain,28.8,24.1,49.3,1011.9,99.5,8.6,68.6,5.9,0.98,"Rain, Overcast"
2024-04-09,25.0,21.0,23.0,25.0,21.0,23.0,20.5,86.3,1.002,12.5,rain,14.4,16.6,38.6,1014.6,97.9,9.2,62.2,5.5,0.0,"Rain, Overcast"
2024-04-10,24.8,21.9,23.3,24.8,21.9,23.3,21.9,91.9,0.204,12.5,rain,23.8,9.4,99.8,1014.5,89.7,5.2,128.7,11.1,0.05,"Rain, Partially cloudy"
2024-04-11,29.5,23.0,25.5,34.1,23.0,26.8,23.6,89.3,0.4,12.5,rain,31.3,18.4,120.0,1013.2,76.3,5.7,167.1,14.3,0.08,"Rain, Partially cloudy"
2024-04-12,31.0,24.0,27.1,36.5,24.0,29.4,24.0,83.8,0.0,0.0,rain,35.3,18.4,134.0,1011.4,83.1,8.1,160.0,13.7,0.11,Partially cloudy
2024-04-13,31.0,25.9,27.6,39.1,25.9,30.6,24.5,83.4,0.0,0.0,rain,36.0,22.3,136.9,1008.5,87.9,9.2,187.5,16.1,0.15,Partially cloudy
2024-04-14,30.8,26.0,27.4,37.4,26.0,30.7,25.1,87.4,0.0,0.0,noprecip,28.8,22.3,113.8,1008.6,95.5,7.7,195.0,16.9,0.18,Overcast
2024-04-15,29.5,26.0,27.1,35.6,26.0,29.6,24.9,88.0,0.2,8.33,rain,36.7,20.5,120.4,1009.7,93.0,7.9,163.8,14.3,0.21,"Rain, Overcast"
2024-04-16,33.0,25.0,28.3,38.1,25.0,30.6,23.6,77.9,2.977,4.17,rain,38.9,25.9,136.1,1007.9,45.5,10.4,185.9,16.0,0.25,"Rain, Partially cloudy"
2024-04-17,30.0,25.0,27.3,37.4,25.0,30.4,25.1,88.1,0.0,0.0,rain,29.2,20.5,122.3,1006.7,89.1,8.2,219.8,18.9,0.28,Partially cloudy
2024-04-18,32.0,24.0,27.3,39.2,24.0,29.9,24.5,86.0,13.915,8.33,rain,33.1,24.1,123.0,1004.9,61.4,8.1,177.0,15.3,0.31,"Rain, Partially cloudy"
2024-04-19,33.1,26.0,28.4,42.4,26.0,33.6,25.6,85.2,0.0,0.0,noprecip,29.9,24.1,120.6,1002.3,77.2,8.4,273.6,23.5,0.34,Partially cloudy
2024-04-20,34.4,24.0,28.9,45.3,24.0,34.6,25.6,83.1,8.905,4.17,rain,57.6,38.9,96.6,1002.2,75.8,8.3,272.4,23.5,0.38,"Rain, Partially cloudy"
2024-04-21,32.0,24.0,27.4,42.3,24.0,31.0,24.8,86.5,40.567,4.17,rain,33.5,22.3,93.2,1004.2,90.4,8.7,244.6,21.1,0.41,"Rain, Overcast"
2024-04-22,29.0,24.0,26.7,34.5,24.0,29.1,24.3,86.7,0.022,8.33,rain,24.8,14.8,91.8,1006.0,95.8,9.0,97.0,8.4,0.44,"Rain, Overcast"
2024-04-23,31.7,26.0,28.2,39.1,26.0,32.2,25.0,83.4,2.5,33.33,rain,32.8,18.4,86.7,1006.1,90.9,8.3,134.6,11.6,0.47,"Rain, Overcast"
2024-04-24,28.6,23.0,25.8,33.4,23.0,26.4,23.9,89.4,2.97,12.5,rain,22.0,13.0,65.2,1006.9,82.8,8.3,90.2,7.7,0.5,"Rain, Partially cloudy"
2024-04-25,34.0,25.0,28.9,45.8,25.0,34.3,25.7,83.9,5.94,8.33,rain,26.3,20.5,116.7,1004.1,65.7,7.7,208.5,18.0,0.54,"Rain, Partially cloudy"
2024-04-26,36.7,27.0,31.1,48.1,31.2,39.7,26.7,79.2,0.0,0.0,noprecip,27.7,18.4,112.7,1001.0,50.9,7.1,289.3,25.1,0.58,Partially cloudy
2024-04-27,40.0,27.0,32.2,44.7,31.2,38.6,24.6,69.4,0.0,0.0,noprecip,27.0,16.6,97.9,999.6,9.0,7.8,316.6,27.5,0.61,Clear
2024-04-28,35.8,27.0,30.7,51.0,30.6,39.6,26.9,80.9,0.0,0.0,noprecip,25.9,20.5,98.6,1002.0,45.3,10.4,304.7,26.2,0.65,Partially cloudy
2024-04-29,34.0,28.0,30.2,49.5,34.3,39.4,27.2,84.5,0.2,8.33,rain,32.0,20.5,108.3,1002.1,66.7,9.7,291.5,25.1,0.68,"Rain, Partially cloudy"
2024-04-30,37.2,27.0,31.1,50.2,31.2,40.1,26.7,78.6,0.8,4.17,rain,33.5,18.4,84.8,999.1,43.0,9.5,306.5,26.4,0.72,"Rain, Partially cloudy"
2024-05-01,28.4,24.0,26.0,32.8,24.0,27.1,22.8,82.9,2.2,41.67,rain,31.0,18.4,41.9,1004.9,93.0,9.5,74.7,6.5,0.75,"Rain, Overcast"
2024-05-02,26.3,22.0,24.1,26.3,22.0,24.1,22.5,91.1,32.473,8.33,rain,15.8,16.6,61.6,1008.1,89.2,8.5,73.7,6.4,0.79,"Rain, Partially cloudy"
2024-05-03,27.8,23.0,25.1,31.1,23.0,25.6,23.6,91.6,34.2,12.5,rain,32.0,22.3,103.6,1007.9,93.3,8.0,92.6,8.0,0.83,"Rain, Overcast"
2024-05-04,33.0,25.0,28.2,42.1,25.0,32.1,25.1,84.1,0.1,4.17,rain,27.0,22.3,118.5,1004.6,72.5,8.8,255.8,22.0,0.86,"Rain, Partially cloudy"
2024-05-05,28.8,24.0,26.5,31.7,24.0,27.9,22.2,77.4,1.1,33.33,rain,28.1,16.6,52.3,1008.3,85.0,9.9,86.0,7.4,0.9,"Rain, Partially cloudy"
2024-05-06,28.9,24.5,26.1,32.4,24.5,27.0,23.5,86.4,2.106,4.17,rain,32.4,16.6,51.9,1011.0,79.7,9.3,87.7,7.6,0.93,"Rain, Partially cloudy"
2024-05-07,30.5,25.0,27.3,36.8,25.0,30.3,24.7,85.9,4.947,4.17,rain,22.7,13.0,72.2,1012.7,82.0,9.2,136.6,11.7,0.97,"Rain, Partially cloudy"
2024-05-08,30.0,26.0,27.3,37.4,26.0,30.5,25.4,89.7,5.095,4.17,rain,26.6,14.8,99.5,1011.7,82.3,7.8,171.2,14.6,0.0,"Rain, Partially cloudy"
2024-05-09,31.0,23.0,26.1,37.7,23.0,27.6,23.7,87.0,2.997,8.33,rain,23.8,20.5,73.8,1012.7,89.2,9.6,132.7,11.3,0.03,"Rain, Partially cloudy"
2024-05-10,31.8,24.0,27.9,39.1,24.0,31.2,24.5,82.8,0.131,8.33,rain,34.2,24.1,121.6,1011.5,66.7,9.1,248.4,21.3,0.07,"Rain, Partially cloudy"
2024-05-11,33.0,26.0,29.2,42.1,26.0,34.7,25.6,82.3,0.3,12.5,rain,27.4,20.5,144.6,1010.7,60.4,9.3,228.6,19.9,0.1,"Rain, Partially cloudy"
2024-05-12,34.3,24.5,28.5,43.5,24.5,33.1,25.5,84.7,17.074,4.17,rain,25.9,24.1,102.5,1010.3,70.8,8.7,178.3,15.3,0.13,"Rain, Partially cloudy"
2024-05-13,30.1,23.0,26.7,34.1,23.0,28.5,22.9,80.8,144.501,16.67,rain,20.9,16.6,326.8,1012.0,63.0,9.5,69.7,6.0,0.16,"Rain, Partially cloudy"
2024-05-14,32.0,24.0,28.1,37.9,24.0,31.1,23.8,78.6,0.1,4.17,rain,27.0,14.8,137.8,1011.2,46.3,9.9,246.9,21.4,0.2,"Rain, Partially cloudy"
2024-05-15,31.1,24.0,27.5,39.1,24.0,30.8,25.1,87.2,0.792,4.17,rain,27.7,22.3,93.5,1012.3,76.7,8.3,202.0,17.4,0.25,"Rain, Partially cloudy"
2024-05-16,31.1,25.0,27.5,35.0,25.0,29.2,23.2,78.5,0.198,4.17,rain,33.8,16.6,25.2,1012.8,85.2,9.9,90.2,7.8,0.26,"Rain, Partially cloudy"
2024-05-17,31.1,25.0,27.9,34.7,25.0,30.1,22.8,74.6,0.7,20.83,rain,27.0,20.5,140.8,1009.9,71.0,9.3,220.9,19.2,0.29,"Rain, Partially cloudy"
2024-05-18,32.4,26.9,29.1,42.2,30.6,35.7,26.0,84.0,9.4,41.67,rain,34.9,22.3,133.7,1004.8,89.4,9.9,193.3,16.8,0.33,"Rain, Partially cloudy"
2024-05-19,32.0,25.0,28.4,44.1,25.0,34.3,26.2,88.1,43.841,8.33,rain,31.3,25.9,84.4,1002.4,84.7,9.8,136.8,11.9,0.36,"Rain, Partially cloudy"
2024-05-20,31.0,25.0,27.7,37.7,25.0,30.9,24.7,84.7,7.927,8.33,rain,30.2,16.6,301.3,1005.8,51.7,8.6,207.2,17.9,0.39,"Rain, Partially cloudy"
2024-05-21,34.0,26.0,28.4,42.0,26.0,32.4,24.7,81.2,1.0,12.5,rain,28.1,9.4,72.5,1007.7,72.5,8.4,198.2,17.0,0.42,"Rain, Partially cloudy"
2024-05-22,33.3,25.0,28.7,38.3,25.0,31.8,23.8,76.3,0.021,4.17,rain,21.2,16.6,15.1,1008.7,53.6,8.8,224.7,19.4,0.46,"Rain, Partially cloudy"
2024-05-23,32.0,25.6,27.9,40.6,25.6,31.5,24.6,82.6,5.939,8.33,rain,20.5,14.8,272.6,1008.1,61.7,8.7,198.9,17.2,0.5,"Rain, Partially cloudy"
2024-05-24,35.0,26.0,29.3,39.5,26.0,33.6,24.8,78.8,0.9,16.67,rain,42.5,22.3,130.8,1007.6,57.5,7.8,247.5,21.3,0.52,"Rain, Partially cloudy"
2024-05-25,32.0,26.0,28.2,40.5,26.0,33.8,26.2,89.4,13.968,8.33,rain,31.7,20.5,134.6,1007.5,71.7,8.8,129.9,11.2,0.56,"Rain, Partially cloudy"
2024-05-26,35.0,26.0,30.7,46.3,26.0,38.9,26.9,81.5,10.472,8.33,rain,31.7,13.0,159.2,1004.9,64.4,9.7,215.9,18.8,0.59,"Rain, Partially cloudy"
2024-05-27,36.1,28.0,32.1,44.9,34.5,40.8,26.2,73.1,0.198,4.17,rain,25.2,14.8,231.0,1001.2,70.8,9.5,210.2,18.1,0.63,"Rain, Partially cloudy"
2024-05-28,35.0,29.0,31.8,47.3,36.8,41.6,26.9,76.0,0.2,8.33,rain,28.8,14.8,52.3,1000.9,57.9,9.9,178.6,15.5,0.67,"Rain, Partially cloudy"
2024-05-29,36.0,29.0,32.0,50.8,36.8,42.9,27.6,78.4,0.0,0.0,rain,28.8,24.1,120.2,1000.7,76.6,11.0,244.5,21.0,0.7,Partially cloudy
2024-05-30,35.0,26.0,30.2,47.8,26.0,38.0,26.4,80.7,57.387,4.17,rain,32.0,29.5,92.7,1002.0,80.0,9.2,177.9,15.3,0.74,"Rain, Partially cloudy"
2024-05-31,29.0,23.9,26.6,33.6,23.9,28.6,23.7,84.7,31.694,12.5,rain,24.5,13.0,294.6,1006.2,90.2,9.8,96.1,8.2,0.75,"Rain, Overcast"
2024-06-01,34.0,26.3,30.0,39.4,26.3,34.4,24.3,73.5,0.1,4.17,rain,16.9,11.2,100.3,1007.3,50.2,9.7,247.0,21.2,0.81,"Rain, Partially cloudy"
2024-06-02,36.0,27.0,31.0,48.1,31.2,39.6,26.6,78.3,0.6,25.0,rain,40.7,22.3,130.1,1005.9,53.9,9.8,225.1,19.3,0.85,"Rain, Partially cloudy"
2024-06-03,36.0,27.0,30.9,45.5,31.2,38.8,26.3,78.3,0.011,4.17,rain,25.2,29.5,103.0,1003.0,60.0,9.0,202.0,17.6,0.88,"Rain, Partially cloudy"
2024-06-04,33.5,27.0,29.1,44.7,31.0,35.6,26.1,84.5,12.594,8.33,rain,29.9,14.8,62.9,1004.0,67.0,9.9,118.2,10.2,0.92,"Rain, Partially cloudy"
2024-06-05,29.0,25.8,27.2,36.8,25.8,30.6,25.1,88.6,69.268,12.5,rain,23.0,20.5,23.5,1007.0,91.8,9.8,41.1,3.6,0.95,"Rain, Overcast"
2024-06-06,28.0,24.0,26.3,32.7,24.0,28.1,24.3,88.6,5.676,12.5,rain,23.0,16.6,339.4,1008.6,94.4,9.8,113.2,9.7,0.0,"Rain, Overcast"
2024-06-07,33.0,26.0,28.5,41.4,26.0,33.3,25.8,85.7,9.2,41.67,rain,21.2,22.3,108.5,1005.0,79.6,7.7,169.6,14.6,0.02,"Rain, Partially cloudy"
2024-06-08,33.0,26.0,29.0,42.4,26.0,34.9,26.0,84.6,39.631,8.33,rain,22.3,14.8,130.7,1002.8,77.7,8.9,80.8,6.8,0.05,"Rain, Partially cloudy"
2024-06-09,27.5,26.0,26.3,32.3,26.0,27.1,25.4,95.2,31.782,12.5,rain,21.6,13.0,70.8,1003.9,89.1,8.6,85.6,7.3,0.09,"Rain, Partially cloudy"
2024-06-10,31.4,26.0,28.1,41.2,26.0,33.1,26.3,89.8,15.959,16.67,rain,29.9,16.6,103.0,1005.3,85.1,8.3,177.4,15.3,0.12,"Rain, Partially cloudy"
2024-06-11,35.0,27.9,30.3,46.7,33.6,39.1,27.2,84.3,10.884,8.33,rain,27.0,18.4,115.2,1004.9,69.0,8.5,204.5,17.8,0.15,"Rain, Partially cloudy"
2024-06-12,35.8,28.0,31.7,46.7,34.5,40.4,26.6,76.1,0.198,4.17,rain,25.9,11.2,100.9,1003.8,65.3,9.1,251.7,21.8,0.18,"Rain, Partially cloudy"
2024-06-13,38.0,28.9,32.9,46.1,36.5,41.0,25.5,67.2,0.0,0.0,noprecip,28.8,13.0,242.8,1000.9,52.2,9.7,249.6,21.5,0.22,Partially cloudy
2024-06-14,37.0,30.0,33.3,47.3,35.1,41.5,25.2,63.6,0.0,0.0,noprecip,24.8,11.2,219.0,999.4,67.9,10.4,216.6,18.7,0.25,Partially cloudy
2024-06-15,34.9,29.0,31.6,47.7,36.8,43.0,27.9,81.1,0.2,8.33,rain,21.2,13.0,28.8,1001.1,51.0,7.4,161.0,13.9,0.28,"Rain, Partially cloudy"
2024-06-16,37.3,27.0,31.4,50.7,30.6,41.8,27.3,80.1,0.099,4.17,rain,16.6,16.6,78.4,1002.1,52.6,8.5,219.9,19.1,0.31,"Rain, Partially cloudy"
2024-06-17,37.3,26.0,30.7,49.5,26.0,38.1,26.5,80.3,1.979,4.17,rain,23.0,37.1,90.0,1001.6,60.7,9.2,232.0,20.1,0.34,"Rain, Partially cloudy"
2024-06-18,35.5,26.0,30.1,47.4,26.0,37.8,26.6,82.8,7.916,4.17,rain,28.4,14.8,66.4,1000.9,67.8,10.9,146.8,12.5,0.38,"Rain, Partially cloudy"
2024-06-19,38.0,24.0,31.6,48.8,24.0,40.8,26.8,77.6,0.1,4.17,rain,37.1,24.1,97.2,1000.3,68.9,10.4,252.9,22.1,0.41,"Rain, Partially cloudy"
2024-06-20,36.0,26.0,31.0,48.8,26.0,40.3,27.1,80.9,0.798,4.17,rain,28.8,16.6,100.8,1000.5,75.1,9.9,238.3,20.5,0.44,"Rain, Partially cloudy"
2024-06-21,35.2,29.0,31.0,49.5,36.8,42.6,28.2,85.7,3.958,8.33,rain,28.4,18.4,108.3,1001.3,76.8,9.6,238.1,20.5,0.47,"Rain, Partially cloudy"
2024-06-22,34.8,29.0,31.6,46.3,38.2,42.1,27.4,79.4,1.2,37.5,rain,29.2,18.4,125.7,1002.8,78.3,11.1,232.5,20.2,0.5,"Rain, Partially cloudy"
2024-06-23,35.0,28.0,30.7,48.8,34.5,39.5,26.9,80.9,51.514,8.33,rain,27.0,22.3,114.9,1003.0,64.5,10.3,245.9,21.4,0.54,"Rain, Partially cloudy"
2024-06-24,32.0,27.0,28.8,40.6,31.2,35.2,26.2,85.9,12.126,12.5,rain,18.4,14.8,101.4,1002.9,80.1,9.4,56.2,4.9,0.58,"Rain, Partially cloudy"
2024-06-25,31.1,26.1,27.9,39.3,26.1,33.3,26.2,90.4,11.951,12.5,rain,26.6,16.6,82.2,1004.6,70.4,9.5,122.6,10.7,0.61,"Rain, Partially cloudy"
